inode,State,uid,ProcessInfo,LocalAddr,LocalPort,RemoteAddr,RemotePort
" 775906",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775906]"",
 ""Type"": ""socket"",
 ""Inode"": ""775906""
}",192.168.52.138,36150,18.172.242.124,443
" 791599",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[791599]"",
 ""Type"": ""socket"",
 ""Inode"": ""791599""
}",192.168.52.138,42278,216.58.203.2,443
" 776136",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[776136]"",
 ""Type"": ""socket"",
 ""Inode"": ""776136""
}",192.168.52.138,45618,108.159.80.83,443
" 781278",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[781278]"",
 ""Type"": ""socket"",
 ""Inode"": ""781278""
}",192.168.52.138,40324,35.212.104.44,443
" 775881",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775881]"",
 ""Type"": ""socket"",
 ""Inode"": ""775881""
}",192.168.52.138,51560,34.111.211.209,443
" 780916",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[780916]"",
 ""Type"": ""socket"",
 ""Inode"": ""780916""
}",192.168.52.138,56086,199.232.194.27,443
" 780767",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[780767]"",
 ""Type"": ""socket"",
 ""Inode"": ""780767""
}",192.168.52.138,48510,108.158.61.50,443
" 790487",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[790487]"",
 ""Type"": ""socket"",
 ""Inode"": ""790487""
}",192.168.52.138,59434,135.148.170.12,443
" 789519",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[789519]"",
 ""Type"": ""socket"",
 ""Inode"": ""789519""
}",192.168.52.138,55376,23.53.243.172,443
" 775439",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775439]"",
 ""Type"": ""socket"",
 ""Inode"": ""775439""
}",192.168.52.138,54560,172.66.0.227,443
" 780747",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[780747]"",
 ""Type"": ""socket"",
 ""Inode"": ""780747""
}",192.168.52.138,42028,104.20.23.13,443
" 789086",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[789086]"",
 ""Type"": ""socket"",
 ""Inode"": ""789086""
}",192.168.52.138,57236,34.4.35.11,443
" 777363",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777363]"",
 ""Type"": ""socket"",
 ""Inode"": ""777363""
}",192.168.52.138,42958,18.239.153.83,443
" 781770",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[781770]"",
 ""Type"": ""socket"",
 ""Inode"": ""781770""
}",192.168.52.138,43918,104.18.34.190,443
" 786651",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[786651]"",
 ""Type"": ""socket"",
 ""Inode"": ""786651""
}",192.168.52.138,35746,67.199.150.77,443
" 775436",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775436]"",
 ""Type"": ""socket"",
 ""Inode"": ""775436""
}",192.168.52.138,46888,142.250.207.194,443
" 782289",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[782289]"",
 ""Type"": ""socket"",
 ""Inode"": ""782289""
}",192.168.52.138,38170,3.109.98.242,443
" 791633",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[791633]"",
 ""Type"": ""socket"",
 ""Inode"": ""791633""
}",192.168.52.138,49898,69.173.158.64,443
" 791647",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[791647]"",
 ""Type"": ""socket"",
 ""Inode"": ""791647""
}",192.168.52.138,49912,69.173.158.64,443
" 777236",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777236]"",
 ""Type"": ""socket"",
 ""Inode"": ""777236""
}",192.168.52.138,40370,104.18.1.206,443
" 782816",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[782816]"",
 ""Type"": ""socket"",
 ""Inode"": ""782816""
}",192.168.52.138,36332,67.199.150.86,443
" 778343",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[778343]"",
 ""Type"": ""socket"",
 ""Inode"": ""778343""
}",192.168.52.138,41582,13.227.249.70,443
" 781752",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[781752]"",
 ""Type"": ""socket"",
 ""Inode"": ""781752""
}",192.168.52.138,47836,18.136.134.33,443
" 785879",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[785879]"",
 ""Type"": ""socket"",
 ""Inode"": ""785879""
}",192.168.52.138,59568,216.19.192.2,443
" 785880",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[785880]"",
 ""Type"": ""socket"",
 ""Inode"": ""785880""
}",192.168.52.138,59582,216.19.192.2,443
" 785881",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[785881]"",
 ""Type"": ""socket"",
 ""Inode"": ""785881""
}",192.168.52.138,59594,216.19.192.2,443
" 784167",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[784167]"",
 ""Type"": ""socket"",
 ""Inode"": ""784167""
}",192.168.52.138,49672,141.94.172.236,443
" 785488",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[785488]"",
 ""Type"": ""socket"",
 ""Inode"": ""785488""
}",192.168.52.138,49686,141.94.172.236,443
" 778839",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[778839]"",
 ""Type"": ""socket"",
 ""Inode"": ""778839""
}",192.168.52.138,52298,98.90.11.181,443
" 780908",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[780908]"",
 ""Type"": ""socket"",
 ""Inode"": ""780908""
}",192.168.52.138,45944,3.6.206.78,443
" 781286",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[781286]"",
 ""Type"": ""socket"",
 ""Inode"": ""781286""
}",192.168.52.138,37246,47.131.138.62,443
" 782639",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[782639]"",
 ""Type"": ""socket"",
 ""Inode"": ""782639""
}",192.168.52.138,37272,47.131.138.62,443
" 780436",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[780436]"",
 ""Type"": ""socket"",
 ""Inode"": ""780436""
}",192.168.52.138,39776,99.83.154.140,443
" 792789",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[792789]"",
 ""Type"": ""socket"",
 ""Inode"": ""792789""
}",192.168.52.138,51854,192.132.33.68,443
" 783559",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783559]"",
 ""Type"": ""socket"",
 ""Inode"": ""783559""
}",192.168.52.138,41544,104.18.24.18,443
" 780442",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[780442]"",
 ""Type"": ""socket"",
 ""Inode"": ""780442""
}",192.168.52.138,35120,18.66.41.24,443
" 784459",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[784459]"",
 ""Type"": ""socket"",
 ""Inode"": ""784459""
}",192.168.52.138,39528,34.107.221.82,80
" 783765",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783765]"",
 ""Type"": ""socket"",
 ""Inode"": ""783765""
}",192.168.52.138,39530,34.107.221.82,80
" 791422",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[791422]"",
 ""Type"": ""socket"",
 ""Inode"": ""791422""
}",192.168.52.138,35224,3.0.107.214,443
" 783432",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783432]"",
 ""Type"": ""socket"",
 ""Inode"": ""783432""
}",192.168.52.138,58046,35.213.50.78,443
" 789662",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[789662]"",
 ""Type"": ""socket"",
 ""Inode"": ""789662""
}",192.168.52.138,40694,34.1.250.35,443
" 790488",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[790488]"",
 ""Type"": ""socket"",
 ""Inode"": ""790488""
}",192.168.52.138,57072,35.190.0.66,443
" 775418",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775418]"",
 ""Type"": ""socket"",
 ""Inode"": ""775418""
}",192.168.52.138,55594,34.110.220.139,443
" 782264",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[782264]"",
 ""Type"": ""socket"",
 ""Inode"": ""782264""
}",192.168.52.138,39578,67.199.150.77,443
" 792017",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[792017]"",
 ""Type"": ""socket"",
 ""Inode"": ""792017""
}",192.168.52.138,51662,37.230.131.21,443
" 783472",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783472]"",
 ""Type"": ""socket"",
 ""Inode"": ""783472""
}",192.168.52.138,36082,185.184.8.90,443
" 785424",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[785424]"",
 ""Type"": ""socket"",
 ""Inode"": ""785424""
}",192.168.52.138,39762,100.51.92.166,443
" 780470",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[780470]"",
 ""Type"": ""socket"",
 ""Inode"": ""780470""
}",192.168.52.138,50836,35.71.131.137,443
" 778364",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[778364]"",
 ""Type"": ""socket"",
 ""Inode"": ""778364""
}",192.168.52.138,33602,104.20.20.192,443
" 778840",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[778840]"",
 ""Type"": ""socket"",
 ""Inode"": ""778840""
}",192.168.52.138,54374,150.171.28.10,443
" 777399",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777399]"",
 ""Type"": ""socket"",
 ""Inode"": ""777399""
}",192.168.52.138,54848,150.171.28.10,443
" 785268",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[785268]"",
 ""Type"": ""socket"",
 ""Inode"": ""785268""
}",192.168.52.138,58368,13.227.249.39,443
" 785315",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[785315]"",
 ""Type"": ""socket"",
 ""Inode"": ""785315""
}",192.168.52.138,58438,13.227.249.39,443
" 792018",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[792018]"",
 ""Type"": ""socket"",
 ""Inode"": ""792018""
}",192.168.52.138,56334,69.173.158.64,443
" 792786",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[792786]"",
 ""Type"": ""socket"",
 ""Inode"": ""792786""
}",192.168.52.138,56348,69.173.158.64,443
" 792788",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[792788]"",
 ""Type"": ""socket"",
 ""Inode"": ""792788""
}",192.168.52.138,56368,69.173.158.64,443
" 440035",Established," 123","{
 ""Pid"": 56064,
 ""Command"": ""wazuh-remoted\n"",
 ""CommandLine"": ""/var/ossec/bin/wazuh-remoted\u0000"",
 ""Filename"": ""socket:[440035]"",
 ""Type"": ""socket"",
 ""Inode"": ""440035""
}",192.168.52.138,1514,192.168.52.129,49685
" 792010",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[792010]"",
 ""Type"": ""socket"",
 ""Inode"": ""792010""
}",192.168.52.138,42670,188.42.63.48,443
" 775948",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775948]"",
 ""Type"": ""socket"",
 ""Inode"": ""775948""
}",192.168.52.138,35240,13.225.0.87,443
" 783037",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[783037]"",
 ""Type"": ""socket"",
 ""Inode"": ""783037""
}",192.168.52.138,53642,207.65.33.82,443
" 782370",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[782370]"",
 ""Type"": ""socket"",
 ""Inode"": ""782370""
}",192.168.52.138,58352,69.173.158.64,443
" 789438",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[789438]"",
 ""Type"": ""socket"",
 ""Inode"": ""789438""
}",192.168.52.138,35858,13.225.5.5,443
" 777312",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777312]"",
 ""Type"": ""socket"",
 ""Inode"": ""777312""
}",192.168.52.138,49542,35.186.253.211,443
" 791775",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[791775]"",
 ""Type"": ""socket"",
 ""Inode"": ""791775""
}",192.168.52.138,48236,13.250.143.124,443
" 777988",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777988]"",
 ""Type"": ""socket"",
 ""Inode"": ""777988""
}",192.168.52.138,52842,151.101.2.217,443
" 792212",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[792212]"",
 ""Type"": ""socket"",
 ""Inode"": ""792212""
}",192.168.52.138,36748,104.18.41.104,443
" 775421",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[775421]"",
 ""Type"": ""socket"",
 ""Inode"": ""775421""
}",192.168.52.138,57576,142.250.206.98,443
" 777316",Established," 1000","{
 ""Pid"": 66759,
 ""Command"": ""firefox\n"",
 ""CommandLine"": ""/snap/firefox/7836/usr/lib/firefox/firefox\u0000"",
 ""Filename"": ""socket:[777316]"",
 ""Type"": ""socket"",
 ""Inode"": ""777316""
}",192.168.52.138,43248,67.199.150.87,443
